ensgene,gso32.BL6.N.N.4h.1,gso32.BL6.IFNb.N.4h.1,gso32.BL6.N.N.4h.2,gso32.BL6.IFNb.N.4h.2,gso32.BL6.N.N.24h.1,gso32.BL6.IFNb.N.24h.1,gso32.BL6.N.N.24h.2,gso32.BL6.IFNb.N.24h.2
ENSMUSG00000089929,87,34,64,34,57,125,88,125
ENSMUSG00000066442,152,78,142,53,264,246,267,238
ENSMUSG00000032353,1591,1375,1582,1245,1520,1876,1378,1799
ENSMUSG00000032356,2,6,2,4,4,2,1,0
ENSMUSG00000032359,2868,4668,2583,4064,4763,16030,3899,15010
ENSMUSG00000062270,556,479,560,475,504,469,482,432
ENSMUSG00000037410,1389,281,1467,287,2732,1589,2892,1430
ENSMUSG00000032369,324,228,237,190,279,399,274,358
ENSMUSG00000032377,299,34,278,32,610,412,558,433
ENSMUSG00000032374,144,33,129,28,63,37,67,37
ENSMUSG00000045414,1022,326,1055,306,1158,1053,1186,1011
ENSMUSG00000031129,2739,625,2900,699,9730,1148,9559,1063
ENSMUSG00000032407,2340,1545,2454,1523,1904,2043,1941,2162
ENSMUSG00000032409,523,110,598,146,277,189,337,240
ENSMUSG00000032410,1138,1929,1388,2112,1679,1393,1752,1490
ENSMUSG00000041440,80,120,104,117,76,76,61,96
ENSMUSG00000032411,556,133,647,119,749,173,809,169
ENSMUSG00000032412,7304,20334,6987,20158,7889,25820,7787,26547
ENSMUSG00000056418,25,34,29,21,69,88,64,70
ENSMUSG00000051234,1956,1125,1920,975,1314,1323,1271,1426
ENSMUSG00000032413,472,102,531,91,99,279,116,340
ENSMUSG00000040433,580,232,627,263,1339,756,1287,826
ENSMUSG00000043587,102,23,85,21,54,29,71,24
ENSMUSG00000046997,44,30,46,20,12,6,8,7
ENSMUSG00000097258,12,3,24,7,45,16,57,20
ENSMUSG00000032449,1339,392,1448,385,2980,1765,2920,1903
ENSMUSG00000032456,245,67,267,41,310,181,295,180
ENSMUSG00000051074,4,8,4,3,12,2,8,5
ENSMUSG00000032458,4730,3752,4969,4031,4266,3527,4116,3573
ENSMUSG00000032459,502,308,533,319,287,349,254,327
ENSMUSG00000032463,576,360,587,377,470,513,433,502
ENSMUSG00000032462,1635,1281,1642,1416,691,1330,628,1502
ENSMUSG00000056267,396,151,417,119,428,242,383,183
ENSMUSG00000032470,221,36,233,54,321,44,245,49
ENSMUSG00000032468,981,1121,1023,1239,677,647,693,790
ENSMUSG00000032469,491,274,475,236,267,348,227,342
ENSMUSG00000044244,46,22,22,33,41,27,39,34
ENSMUSG00000032475,766,325,888,316,965,682,856,676
ENSMUSG00000070287,23,6,26,10,19,11,12,15
ENSMUSG00000037286,1629,886,1879,871,1389,914,1376,949
ENSMUSG00000032527,721,39,769,58,946,130,983,123
ENSMUSG00000066415,1315,956,1459,973,1612,1465,1511,1538
ENSMUSG00000043154,264,102,327,81,209,102,203,129
ENSMUSG00000032534,242,125,234,135,361,156,307,164
ENSMUSG00000035048,364,293,302,257,443,229,456,204
ENSMUSG00000032531,2,39,1,33,5,11,4,12
ENSMUSG00000032547,180,86,174,68,92,65,72,44
ENSMUSG00000032549,296,38,284,35,675,70,581,58
ENSMUSG00000032553,989,283,1022,327,500,578,439,633
ENSMUSG00000032554,480,224,386,211,876,157,754,141
ENSMUSG00000032555,3045,912,3178,1072,1724,880,2000,926
ENSMUSG00000032803,2905,1037,3074,1024,1809,1458,1834,1469
ENSMUSG00000032558,195,38,214,44,191,109,199,104
ENSMUSG00000032557,1308,610,1224,591,1012,781,1016,734
ENSMUSG00000090150,454,146,406,145,642,396,635,430
ENSMUSG00000032560,2447,6318,2728,6793,4585,3280,4595,3753
ENSMUSG00000032561,6,0,7,4,16,5,9,0
ENSMUSG00000032563,1138,993,1240,942,930,1031,927,1113
ENSMUSG00000032565,240,125,250,131,349,325,283,289
ENSMUSG00000032567,214,146,194,178,119,125,102,125
ENSMUSG00000032570,1976,988,2252,926,2719,1701,2567,1779
ENSMUSG00000032571,1208,766,1318,815,1516,973,1453,983
ENSMUSG00000020258,32,25,33,30,55,21,47,35
ENSMUSG00000020257,2398,1343,2333,1351,1565,1736,1583,1721
ENSMUSG00000020253,1024,607,917,620,930,646,887,597
ENSMUSG00000023277,2498,1466,2484,1422,2483,1731,2417,1617
ENSMUSG00000045322,542,6391,587,7271,1873,8062,1549,8638
ENSMUSG00000032786,2920,1309,2640,1247,1547,1030,1277,1003
ENSMUSG00000023345,537,266,510,258,424,137,450,135
ENSMUSG00000053716,2911,432,2756,362,2946,2330,3129,2158
ENSMUSG00000048758,5202,3856,5203,3773,5547,3161,5386,3068
ENSMUSG00000023262,67,27,51,21,148,18,163,24
ENSMUSG00000042210,118,55,117,51,188,52,155,48
ENSMUSG00000042073,379,103,369,106,565,336,510,312
ENSMUSG00000023495,376,261,306,234,440,177,413,171
ENSMUSG00000023249,948,6327,938,6131,738,2070,746,2201
ENSMUSG00000041506,418,115,372,127,104,226,113,218
ENSMUSG00000040813,1397,1249,1312,1212,1827,2084,1835,1966
ENSMUSG00000040661,680,276,710,307,615,399,630,362
ENSMUSG00000040325,274,149,286,128,341,252,322,237
ENSMUSG00000032575,3442,3389,3301,3409,1241,1296,1356,1325
ENSMUSG00000074102,629,171,608,171,494,490,508,496
ENSMUSG00000039716,24,9,34,9,28,18,43,11
ENSMUSG00000032577,1034,1021,1034,1043,1430,1563,1531,1534
ENSMUSG00000032578,5,31,3,41,59,9,55,13
ENSMUSG00000032579,90,102,106,77,156,133,132,147
ENSMUSG00000010045,1062,851,1006,868,1214,1165,1099,1160
ENSMUSG00000037190,379,305,364,295,382,311,340,302
ENSMUSG00000010057,298,144,261,141,399,285,394,276
ENSMUSG00000010067,907,1070,871,992,661,1447,560,1462
ENSMUSG00000010054,823,511,896,489,760,835,702,767
ENSMUSG00000010047,554,165,545,145,354,517,366,469
ENSMUSG00000010051,105,129,95,89,96,403,130,362
ENSMUSG00000079334,582,623,517,653,633,813,662,692
ENSMUSG00000010048,426,41,386,41,72,144,88,142
ENSMUSG00000032562,34093,23382,33407,25261,31729,23587,31813,22136
ENSMUSG00000032580,2900,1979,3073,2046,3396,2639,3354,2834
ENSMUSG00000032582,1450,913,1373,1006,1296,1147,1221,1219
ENSMUSG00000032583,389,313,391,320,444,473,432,456
ENSMUSG00000032586,382,98,371,92,204,61,214,78
ENSMUSG00000032596,1226,10654,1130,10381,2874,7126,2660,7571
ENSMUSG00000042106,175,43,136,30,323,200,297,203
ENSMUSG00000032595,9,7,2,9,32,1,27,2
ENSMUSG00000032594,1694,1275,1514,1331,4957,1803,4485,1830
ENSMUSG00000070284,411,944,463,948,130,251,113,277
ENSMUSG00000041528,577,420,580,401,554,606,572,580
ENSMUSG00000032593,48,365,73,322,105,70,89,62
ENSMUSG00000032591,8,4,19,12,10,7,19,9
ENSMUSG00000032590,1367,1120,1267,1132,1539,1296,1479,1338
ENSMUSG00000032589,433,128,466,137,344,448,298,421
ENSMUSG00000039952,3645,2026,3947,2363,3236,1717,3297,1771
ENSMUSG00000032606,296,51,301,59,568,169,480,142
ENSMUSG00000032607,56,9,43,11,76,17,87,26
ENSMUSG00000039461,518,308,458,276,417,799,405,783
ENSMUSG00000007815,16950,11953,16872,12321,14253,9592,14537,9466
ENSMUSG00000063856,15557,9485,13921,8131,13086,19150,12120,18326
ENSMUSG00000032612,3082,2494,3058,2354,2587,3090,2525,2990
ENSMUSG00000032609,50,18,47,16,75,24,50,18
ENSMUSG00000049305,1092,722,1029,764,1033,783,960,839
ENSMUSG00000052911,103,23,94,23,178,2,155,6
ENSMUSG00000006676,3206,2123,3107,2151,3582,3084,3509,3114
ENSMUSG00000032604,3067,1312,3038,1367,3816,2331,3510,2287
ENSMUSG00000006673,1703,1327,1910,1252,1990,1849,1916,1778
ENSMUSG00000062867,205,48,172,57,140,97,138,65
ENSMUSG00000070283,355,159,304,166,256,301,236,314
ENSMUSG00000103103,27,9,24,9,20,9,25,13
ENSMUSG00000019039,385,271,387,265,684,412,587,442
ENSMUSG00000066357,466,121,525,102,925,104,895,90
ENSMUSG00000006675,21,18,14,16,21,0,25,1
ENSMUSG00000064145,755,526,780,482,749,677,742,622
ENSMUSG00000032602,870,929,819,947,937,1103,882,1140
ENSMUSG00000032601,3263,2460,3637,2541,1228,1288,1213,1490
ENSMUSG00000032599,468,447,405,417,643,442,596,458
ENSMUSG00000032598,766,254,782,243,713,331,656,313
ENSMUSG00000023473,59,11,54,10,44,39,35,31
ENSMUSG00000023259,257,76,244,91,217,172,236,156
ENSMUSG00000025651,3683,2385,3480,2264,3331,2626,3179,2658
ENSMUSG00000025650,3,5,3,2,11,6,9,7
ENSMUSG00000025648,1312,437,1390,374,1643,965,1332,912
ENSMUSG00000025647,11243,15217,10777,15440,9921,17970,9167,17338
ENSMUSG00000025646,387,153,437,141,275,252,284,228
ENSMUSG00000091537,692,579,699,542,622,429,602,407
ENSMUSG00000025645,193,71,196,65,107,153,114,135
ENSMUSG00000032478,257,119,235,90,158,182,192,179
ENSMUSG00000032477,1102,193,1171,200,270,241,263,268
ENSMUSG00000032479,2382,1764,2355,1909,1457,1124,1488,1170
ENSMUSG00000032480,45,25,59,30,35,48,33,51
ENSMUSG00000104300,19,1,16,6,2,9,8,6
ENSMUSG00000074056,23,3,20,6,13,12,16,14
ENSMUSG00000032481,2128,494,2405,566,1253,1173,1384,1224
ENSMUSG00000032482,23,12,29,14,25,3,29,2
ENSMUSG00000098973,35,43,30,19,26,42,27,32
ENSMUSG00000054836,177,85,152,76,132,83,148,84
ENSMUSG00000032485,918,364,851,423,932,982,919,943
ENSMUSG00000036057,1350,862,1321,975,1546,1294,1600,1204
ENSMUSG00000054792,691,1281,683,1282,1063,862,983,888
ENSMUSG00000032489,65,419,53,422,297,534,246,531
ENSMUSG00000044791,2089,1407,2247,1638,2973,2189,2952,2335
ENSMUSG00000032491,114,89,115,63,102,62,95,48
ENSMUSG00000056724,2224,431,2314,520,1722,1939,1601,2076
ENSMUSG00000019659,1166,686,1126,774,1073,1449,1033,1417
ENSMUSG00000049719,20,111,28,92,1,30,0,28
ENSMUSG00000048752,6,5,2,11,0,4,0,2
ENSMUSG00000044037,446,350,499,343,711,413,699,380
ENSMUSG00000043953,106,2967,85,2845,234,1269,210,1515
ENSMUSG00000032497,1472,716,1394,679,1020,901,1038,848
ENSMUSG00000032498,430,84,479,81,249,240,266,185
ENSMUSG00000046785,706,95,707,106,714,346,633,379
ENSMUSG00000032504,8425,5283,8666,5622,8864,6677,8923,6792
ENSMUSG00000033392,1260,932,1331,981,2524,969,2433,977
ENSMUSG00000009741,1416,711,1464,799,1409,1175,1356,1268
ENSMUSG00000032507,144,48,155,74,155,152,192,191
ENSMUSG00000053820,1,1,0,2,0,2,1,2
ENSMUSG00000032431,1356,809,1320,739,991,1162,1007,1082
ENSMUSG00000045594,3654,2603,3308,2462,5283,3007,4803,2801
ENSMUSG00000079260,1130,419,1205,397,635,994,662,1075
ENSMUSG00000056167,786,286,871,311,803,475,814,444
ENSMUSG00000032435,1895,1004,1865,931,1639,1588,1519,1628
ENSMUSG00000032434,2032,4468,2200,4753,4194,2179,3868,2343
ENSMUSG00000032436,2645,1673,2539,1576,2765,2167,2659,2198
ENSMUSG00000041012,36,12,53,8,75,41,66,36
ENSMUSG00000050627,1466,286,1539,344,1394,755,1367,731
ENSMUSG00000040875,29,5,37,3,14,3,17,2
ENSMUSG00000050621,4278,3391,4026,3121,5788,3950,5271,3480
ENSMUSG00000032437,5427,2659,5598,2896,3481,2562,3620,2597
ENSMUSG00000056880,3997,2816,3853,2830,4640,3619,4593,3478
ENSMUSG00000032440,3616,1799,3894,2079,6597,4304,6848,4382
ENSMUSG00000039285,1155,4363,1274,4379,1523,2811,1427,3070
ENSMUSG00000039163,361,434,344,370,522,447,462,451
ENSMUSG00000038708,1570,890,1717,996,1618,1494,1532,1601
ENSMUSG00000039115,818,237,811,244,663,234,731,238
ENSMUSG00000087041,47,2,45,7,23,10,28,13
ENSMUSG00000047409,437,65,449,71,281,68,300,61
ENSMUSG00000038775,630,358,557,320,690,698,623,635
ENSMUSG00000010660,116,20,87,20,142,55,137,56
ENSMUSG00000010651,32,28,26,35,31,10,27,12
ENSMUSG00000036737,1185,904,1283,986,1192,1090,1170,1021
ENSMUSG00000032508,2334,7959,2224,7797,2456,5079,2160,5231
ENSMUSG00000036138,1163,1675,1118,1588,1645,1088,1604,1120
ENSMUSG00000035769,88,10,91,14,105,75,121,46
ENSMUSG00000061393,24,6,32,12,48,19,52,9
ENSMUSG00000097504,23,2,9,0,38,10,48,2
ENSMUSG00000042787,265,91,303,116,199,217,167,217
ENSMUSG00000032512,1536,768,1471,798,1500,1293,1424,1388
ENSMUSG00000052336,4360,15,5233,20,515,31,561,25
ENSMUSG00000032513,692,110,670,138,655,500,573,439
ENSMUSG00000032514,16,1,13,1,10,6,10,0
ENSMUSG00000032515,189,1201,156,1285,122,258,104,279
ENSMUSG00000079243,25,0,21,1,6,0,4,1
ENSMUSG00000032519,317,261,315,267,216,472,251,472
ENSMUSG00000032518,5781,3082,5691,3288,5539,2471,5371,2422
ENSMUSG00000065041,14,2,4,0,2,2,1,1
ENSMUSG00000006941,1087,608,1122,577,775,778,752,846
ENSMUSG00000025794,2085,987,1863,1040,1796,815,1821,793
ENSMUSG00000006932,7714,5806,8087,5821,7012,4812,6879,5045
ENSMUSG00000040936,6,1,12,4,42,5,39,6
ENSMUSG00000032536,1325,1718,1340,1635,1554,1733,1501,1773
ENSMUSG00000032530,77,21,72,21,37,8,40,7
ENSMUSG00000032528,18,1,10,0,59,9,48,9
ENSMUSG00000061536,368,95,384,115,545,469,566,489
ENSMUSG00000032526,163,41,151,36,124,141,126,137
ENSMUSG00000032525,1780,1957,1879,1964,1521,2210,1650,2442
ENSMUSG00000013419,91,25,94,17,105,4,80,0
ENSMUSG00000038412,258,152,241,135,107,112,112,105
ENSMUSG00000066235,123,21,140,12,66,24,76,31
ENSMUSG00000038145,647,425,684,439,1061,822,986,812
ENSMUSG00000037949,1122,660,1075,706,1266,1389,1330,1413
ENSMUSG00000097572,16,224,16,192,18,376,26,392
ENSMUSG00000032540,1534,725,1452,662,771,1213,751,1330
ENSMUSG00000046603,189,112,205,109,137,206,93,173
ENSMUSG00000047036,606,272,656,315,630,631,632,720
ENSMUSG00000063488,21,12,28,4,33,14,17,24
ENSMUSG00000057895,38,34,32,21,56,64,58,66
ENSMUSG00000032551,498,600,479,539,664,482,597,551
ENSMUSG00000036768,1156,392,1288,475,1230,210,1341,219
ENSMUSG00000066233,113,45,106,23,38,85,29,122
ENSMUSG00000025786,2652,1076,2833,1134,1853,2092,1982,2150
ENSMUSG00000025785,356,52,289,60,160,172,186,192
ENSMUSG00000035498,20,27,23,58,3,7,3,17
ENSMUSG00000054871,181,123,200,135,26,175,22,182
ENSMUSG00000035202,1666,1382,1899,967,1688,1530,1369,1594
ENSMUSG00000025239,2412,1032,2515,992,1797,1581,1728,1680
ENSMUSG00000025240,2802,1366,3060,1417,2119,1525,1971,1678
ENSMUSG00000029530,4,0,5,5,8,3,1,6
ENSMUSG00000025245,448,382,497,343,380,448,404,482
ENSMUSG00000025241,755,914,764,901,795,1158,726,1237
ENSMUSG00000060509,22,703,21,787,4,290,5,375
ENSMUSG00000025804,1024,887,1116,835,437,888,644,1000
ENSMUSG00000064039,32,19,33,29,23,141,33,181
ENSMUSG00000035448,812,269,795,255,210,209,229,229
ENSMUSG00000049103,1282,1144,1391,1141,2489,1964,2129,2295
ENSMUSG00000079227,7642,11052,7401,9763,5029,19999,4485,20861
ENSMUSG00000074829,389,272,505,252,462,334,532,372
ENSMUSG00000093803,417,320,324,296,443,364,501,340
ENSMUSG00000023764,397,261,406,269,773,563,728,561
ENSMUSG00000020457,2036,1090,2148,1053,1211,1199,1295,1263
ENSMUSG00000020454,1730,906,1771,1013,1281,1264,1338,1361
ENSMUSG00000020453,652,132,614,153,596,284,571,255
ENSMUSG00000034614,45,178,50,167,796,157,677,111
ENSMUSG00000020451,564,314,580,327,689,395,700,400
ENSMUSG00000020448,800,506,827,487,1008,806,950,795
ENSMUSG00000034570,27,141,19,106,49,124,26,108
ENSMUSG00000075702,718,1026,585,853,803,565,778,545
ENSMUSG00000020439,461,103,496,88,345,54,311,50
ENSMUSG00000099081,179,205,214,139,202,159,192,144
ENSMUSG00000098265,191,191,258,190,263,193,307,207
ENSMUSG00000098503,29,29,58,29,48,41,31,32
ENSMUSG00000098948,29,22,31,19,24,24,30,21
ENSMUSG00000034543,1373,413,1512,459,976,856,925,937
ENSMUSG00000020435,68,113,53,109,91,192,84,201
ENSMUSG00000020434,17,27,12,9,9,24,8,21
ENSMUSG00000047205,172,99,181,82,176,118,156,83
ENSMUSG00000048807,1267,673,1184,644,594,486,541,511
ENSMUSG00000020432,3413,2377,3016,2229,7055,3671,6857,3231
ENSMUSG00000020430,2374,1306,2500,1351,1547,1794,1506,1696
ENSMUSG00000004748,28,1,23,1,14,6,12,3
ENSMUSG00000003585,10,6,13,3,7,2,8,4
ENSMUSG00000003581,315,204,324,189,366,367,289,385
ENSMUSG00000051427,68,30,95,64,71,60,66,56
ENSMUSG00000002129,2610,1050,2784,980,1888,1166,1917,1252
ENSMUSG00000034412,299,123,282,114,318,235,303,228
ENSMUSG00000020424,109,62,106,50,126,56,125,32
ENSMUSG00000058755,118,481,116,541,159,109,164,102
ENSMUSG00000034354,1670,1273,1831,1192,3533,2555,3458,2533
ENSMUSG00000020412,1721,1070,1842,1055,1872,1791,1830,1757
ENSMUSG00000059534,1666,1112,1431,1020,1428,1177,1253,1216
ENSMUSG00000009076,205,157,187,157,257,245,259,239
ENSMUSG00000009073,1795,983,1758,1002,2282,1659,2142,1820
ENSMUSG00000034285,319,163,352,172,306,133,280,150
ENSMUSG00000034274,1247,555,1293,627,803,1117,839,1048
ENSMUSG00000009090,7311,4442,7455,4700,15204,7200,14507,6760
ENSMUSG00000034201,2038,937,1821,936,1762,1226,1711,1246
ENSMUSG00000009079,3919,2406,4038,2429,3797,3367,3747,3582
ENSMUSG00000034175,179,71,228,101,236,235,238,180
ENSMUSG00000020393,723,1482,776,1651,756,565,722,565
ENSMUSG00000041961,171,489,211,493,99,88,100,116
ENSMUSG00000020484,4652,5201,4487,5398,3064,3424,3035,3163
ENSMUSG00000020482,711,330,771,353,789,661,718,702
ENSMUSG00000020477,644,450,531,412,612,608,568,589
ENSMUSG00000049680,841,932,819,948,793,633,698,667
ENSMUSG00000020476,2409,8719,2277,8929,1935,3949,1929,3802
ENSMUSG00000020475,17,51,32,66,48,23,51,25
ENSMUSG00000020474,328,152,322,153,307,299,278,268
ENSMUSG00000020471,973,128,897,161,298,225,306,198
ENSMUSG00000002741,5870,3066,5998,3098,2300,2246,2438,2218
ENSMUSG00000057897,46,50,4,7,66,43,7,3
ENSMUSG00000053838,1365,1070,1394,1201,1201,1347,1237,1331
ENSMUSG00000004393,1169,305,1159,293,487,732,517,730
ENSMUSG00000004394,1631,1242,1597,1228,1635,1687,1465,1624
ENSMUSG00000020456,3827,2662,3789,2975,2519,3025,2857,2855
ENSMUSG00000041164,3460,1796,3576,1914,3657,2629,3589,2527
ENSMUSG00000071866,944,576,881,518,576,449,609,396
ENSMUSG00000041126,1202,298,1124,266,2042,442,2110,445
ENSMUSG00000094483,3372,2705,3752,2827,2565,1966,2638,2228
ENSMUSG00000020437,4045,3123,3690,2977,4310,5918,4025,5825
ENSMUSG00000064513,25,2,18,0,16,21,20,25
ENSMUSG00000000378,972,836,905,852,1993,1321,1878,1265
ENSMUSG00000041073,12,0,3,4,15,2,5,0
ENSMUSG00000000384,1116,301,1030,287,366,553,398,514
ENSMUSG00000020422,6900,2845,7583,3070,6586,4767,6384,4809
ENSMUSG00000020413,435,168,476,165,259,207,284,198
ENSMUSG00000040978,10,58,7,46,3,4,9,4
ENSMUSG00000020407,5,856,4,757,0,7,2,9
ENSMUSG00000004668,11,23,8,22,4,1,4,2
ENSMUSG00000020193,24,16,19,15,14,3,30,7
ENSMUSG00000020191,25,35,24,22,14,21,13,15
ENSMUSG00000018654,2741,3930,3035,4485,2332,2307,2358,2687
ENSMUSG00000035455,1317,430,1421,478,339,145,416,173
ENSMUSG00000020182,3,28,2,32,0,3,0,8
ENSMUSG00000078974,43,52,36,44,26,21,16,24
ENSMUSG00000020122,46,6,37,11,35,11,30,5
ENSMUSG00000044966,77,11,108,9,42,23,66,10
ENSMUSG00000020120,6668,11398,7101,12391,6759,14650,7375,15120
ENSMUSG00000044629,345,40,322,41,1550,346,1593,258
ENSMUSG00000033953,2735,1414,2962,1428,2040,2214,1984,2237
ENSMUSG00000078970,395,96,344,100,251,281,262,291
ENSMUSG00000020116,1226,480,1238,512,464,934,417,900
ENSMUSG00000000581,895,546,887,462,731,551,741,654
ENSMUSG00000016984,517,162,545,172,316,247,402,283
ENSMUSG00000020160,124,9,124,1,108,39,89,35
ENSMUSG00000045671,1385,317,1457,359,80,507,185,463
ENSMUSG00000020152,16740,25624,19037,26073,11521,16168,11697,18057
ENSMUSG00000020149,6997,9303,7546,9202,7547,7128,7467,7245
ENSMUSG00000044066,1067,172,1220,128,1192,328,1194,303
ENSMUSG00000020142,97,121,89,129,34,261,33,281
ENSMUSG00000049800,1181,876,1282,945,932,1269,955,1350
ENSMUSG00000049659,2527,10641,2550,11158,4739,8382,4333,9306
ENSMUSG00000042363,168,51,187,45,67,18,70,14
ENSMUSG00000020134,937,6112,1040,6214,1054,2268,983,2596
ENSMUSG00000020128,1139,2540,1264,2543,957,1255,961,1474
ENSMUSG00000001891,2928,2426,3216,2290,2140,1542,2176,1679
ENSMUSG00000020321,4210,2431,4224,2528,3710,3153,3606,3481
ENSMUSG00000020319,110,77,95,105,180,94,163,102
ENSMUSG00000042302,155,55,167,61,196,147,212,137
ENSMUSG00000049904,50,33,61,39,27,52,17,44
ENSMUSG00000051650,66,135,72,109,159,183,102,190
ENSMUSG00000051355,432,314,386,317,418,306,365,298
ENSMUSG00000044068,98,190,127,164,458,214,425,158
ENSMUSG00000007739,4610,1870,4576,1919,4301,3215,4423,3210
ENSMUSG00000049811,87,11,116,3,118,50,137,55
ENSMUSG00000020290,4562,6333,5100,6493,2509,3395,2684,3720
ENSMUSG00000056342,1767,647,2180,784,1445,718,1475,807
ENSMUSG00000020288,304,170,351,174,277,215,273,204
ENSMUSG00000042208,809,276,920,313,401,390,430,419
ENSMUSG00000020283,791,1942,819,2008,1195,1588,1169,1657
ENSMUSG00000020280,533,1211,565,1181,731,988,704,1193
ENSMUSG00000093470,536,1723,523,1908,1013,887,1059,1024
ENSMUSG00000020275,258,836,279,964,480,480,455,506
ENSMUSG00000020273,404,318,448,297,490,363,436,332
ENSMUSG00000004018,243,122,229,107,235,91,234,116
ENSMUSG00000064090,840,1552,853,1533,682,2781,666,2964
ENSMUSG00000032889,62,24,75,21,56,30,64,34
ENSMUSG00000020464,1144,3360,1171,3417,769,2092,819,2429
ENSMUSG00000020463,2314,2009,2640,2128,2481,2364,2341,2711
ENSMUSG00000020462,602,397,489,405,657,238,543,255
ENSMUSG00000032740,1230,510,1309,541,1156,827,1231,836
ENSMUSG00000032673,343,150,308,107,565,391,482,412
ENSMUSG00000020459,803,377,724,349,673,646,683,682
ENSMUSG00000020460,382,155,332,126,157,107,156,108
ENSMUSG00000020458,28115,21258,28740,23320,14050,16091,14629,17785
ENSMUSG00000044072,89,52,108,56,176,195,173,206
ENSMUSG00000020315,2973,5380,3248,5864,2948,2756,2912,3250
ENSMUSG00000060923,28,70,39,47,25,37,30,42
ENSMUSG00000040850,2729,4106,2937,4381,2612,2870,2572,3328
ENSMUSG00000020311,927,1333,969,1306,1017,1814,908,1970
ENSMUSG00000020305,333,478,377,427,430,261,404,244
ENSMUSG00000020309,122,252,131,227,71,118,88,116
ENSMUSG00000044502,341,247,286,229,250,233,284,258
ENSMUSG00000020300,1919,4317,2080,4649,1705,2710,1717,3097
ENSMUSG00000040767,498,276,431,294,450,211,487,161
ENSMUSG00000020282,83,16,80,9,105,9,110,9
ENSMUSG00000020289,456,162,433,168,301,388,277,399
ENSMUSG00000020287,148,62,131,65,192,183,203,171
ENSMUSG00000040711,5424,5743,5773,6485,5385,5261,5292,5500
ENSMUSG00000044949,93,49,104,59,40,62,41,54
ENSMUSG00000020272,2722,180,2939,188,1685,1022,1564,1055
ENSMUSG00000020271,2277,3084,2389,3101,1727,2294,1779,2456
ENSMUSG00000057113,3881,1223,3958,1271,4061,1953,3948,2062
ENSMUSG00000002699,2789,2083,3119,2064,2902,4806,2916,4800
ENSMUSG00000020143,9520,9419,9588,9506,10192,10072,10123,10402
ENSMUSG00000069910,618,726,675,654,700,1214,784,1175
ENSMUSG00000018846,3848,696,4462,765,1605,871,1800,979
ENSMUSG00000018848,3120,3486,3462,3618,1087,1861,1182,1944
ENSMUSG00000018849,6,36,5,36,0,15,2,10
ENSMUSG00000042032,1424,1157,1493,1030,1776,1707,1705,1842
ENSMUSG00000020330,2372,158,2567,164,2588,159,2732,153
ENSMUSG00000020328,1097,182,1108,165,655,592,646,643
ENSMUSG00000020326,7619,2829,8481,2830,11320,11572,11035,11836
ENSMUSG00000020415,566,2939,510,2864,606,2125,587,2315
ENSMUSG00000020409,1917,1770,1921,1782,2250,2883,2070,2829
ENSMUSG00000044950,529,150,548,156,291,352,359,371
ENSMUSG00000041278,1080,888,1067,849,967,1459,883,1618
ENSMUSG00000004296,0,0,0,0,0,0,5,3
ENSMUSG00000041231,309,218,284,213,114,327,112,383
ENSMUSG00000019189,982,1068,932,996,1712,1197,1593,1177
ENSMUSG00000076031,32,22,17,12,25,25,20,24
ENSMUSG00000006169,3134,2282,3301,2478,3256,2458,3193,2565
ENSMUSG00000044847,394,68,325,92,229,93,219,114
ENSMUSG00000011254,311,96,353,104,159,157,143,128
ENSMUSG00000069899,968,489,872,461,1326,947,1258,991
ENSMUSG00000011256,91,41,117,47,650,26,635,12
ENSMUSG00000020340,1401,1573,1522,1893,909,3618,966,3844
